id,name,country,county,address,lat,lng,water_type,water_name,nearest_city,city_dist_km,isWaterfront,hasBeach,hasSwimming,hasBoat,hasFishing,hasSauna,listingType,bookable,website,url,facilities
6984971b40e133886883fd0a,Vesterlyng Camping,DK,,"1 Ravnholtvej 4591 Føllenslev, Denmark",55.7426,11.306,sea,,Odense,68,true,false,true,false,true,false,CAMPSITE,false,https://www.vesterlyng-camping.dk/,https://campio.no/campsite/vesterlyng-camping,BBQ|BICYCLE|CAFE|COOKING|DISHWASHER|DUMP|ELECTRICITY|FAMILY_WC|FARM_ANIMALS|FIREPLACE|FISHING|GRASS|HIKING|JUMPING_PILLOW|LAUNDRY|LOOKOUT_POINT|MINIGOLF|PETS|PLAYGROUND|POOL|RECEPTION|RESTAURANT|SHOP|SHOWER|SWIMMING|TRASH|WATER|WC|WIFI|ZIPLINE
6984971c40e133886883fe2a,Ringkøbing Havn,DK,,"60 Fiskerstræde 6950 Ringkøbing, Denmark",56.0861,8.2403,sea,,Esbjerg,69,true,false,true,false,true,false,CAMPSITE,false,https://www.rksk.dk/,https://campio.no/campsite/ringkobing-havn,PETS|WATER|DUMP|TRASH|WC|SHOWER|BAKERY|ELECTRICITY|WIFI|HIKING|CANOE_KAYAK_STARTINGPOINT|FISHING|SWIMMING|LOOKOUT_POINT|SHOP|BICYCLE
64b9818c90df3c000d65e81b,Skarrev Camping,DK,,"Skarrevvej 333, 6200 Aabenraa",55.04682,9.499807,sea,,Odense,70,false,false,false,false,true,false,CAMPSITE,false,https://skarrevcamping.dk/,https://campio.no/campsite/skarrev-camping,COOKING|FISHING|ELECTRICITY|HANDICAP|WIFI
67376573598f5d5d40117c36,Tiny Seaside Skarrev,DK,Syddanmark,"Skarrev Camping, Skarrevvej 333, 6200 Aabenraa, Denmark",55.04675602053181,9.500122722020711,sea,,Odense,70,true,false,true,false,true,false,CAMPSITE,true,https://www.tinyseaside.dk/da/camping/,https://campio.no/campsite/tiny-seaside-skarrev,SWIMMING|RESTAURANT|WATER|PITSTOP|DUMP|FISHING|TRASH|HIKING|COOKING|CANOE_KAYAK_STARTINGPOINT|SHOWER|WC|WIFI|ELECTRICITY|CHARGING|DEFIBRILLATOR|FIRE_EXTINGUISHER|FIREPLACE|PETS|TRAMPOLINE|FRESHWATER
64b9818c90df3c000d65e7e8,Præstø Camping,DK,,"Spangen 2, 4720 Præstø",55.11889,12.0391,sea,,Copenhagen,70,true,false,true,false,true,false,CAMPSITE,false,http://www.praesto-camping.dk/,https://campio.no/campsite/praesto-camping,DUMP|PITSTOP|CITY|SHOP|FAMILY_WC|ELECTRICITY|FISHING|PETS|TRASH|SHOWER|WC|FRESHWATER|TANK|SWIMMING
6984971b40e133886883fd12,Føllenslev,DK,,"26 Havnevej 4591 Føllenslev, Denmark",55.7536,11.3248,sea,,Odense,70,true,false,true,true,true,false,CAMPSITE,false,https://kalundborg.dk/borger/veje-teknik-og-miljoe/havne,https://campio.no/campsite/follenslev,PETS|WATER|WC|SHOWER|ELECTRICITY|WIFI|FISHING|SWIMMING|LOOKOUT_POINT|BOAT|TARMAC|BICYCLE|HIKING
6984971840e133886883f9c2,Harpelunde,DK,,"215 Tårsvej 4912 Harpelunde, Denmark",54.8778,11.0247,sea,,Odense,71,true,false,true,false,true,false,CAMPSITE,false,https://www.taarshavn.dk/,https://campio.no/campsite/harpelunde,BBQ|BICYCLE|DUMP|ELECTRICITY|FISHING|HIKING|PETS|SHOP|SHOWER|SWIMMING|TARMAC|TRASH|WATER|WC
64b9818c90df3c000d65e74e,Gammelmark Strand Camping,DK,,"Gammelmark 20, 6310 Broager",54.88542,9.728815,sea,,Odense,72,true,false,true,false,true,false,CAMPSITE,false,http://gammelmark.dk/,https://campio.no/campsite/gammelmark-strand-camping,LAUNDRY|DUMP|PITSTOP|PETS|ELECTRICITY|TRASH|WIFI|PLAYGROUND|SHOWER|WC|FRESHWATER|HANDICAP|TANK|BAKERY|POOL|MOUNTAINBIKE|HIKING|CANOE_KAYAK_STARTINGPOINT|FISHING|SWIMMING|COOKING|HORSE_RIDING
6737657e598f5d5d40118140,Agerbogaard,DK,,"Nekseløvej 13, 4534 Hørve, Denmark",55.75699299999999,11.358377,sea,,Odense,72,false,false,false,false,false,false,CAMPSITE,true,www.agerbogaard.dk,https://campio.no/campsite/agerbogaard,WATER|WC|ELECTRICITY|CHARGING|FRESHWATER|WIFI
64b9818c90df3c000d65e84a,Teglværksgårdens Camping,DK,,"Teglværksvej 9A, 4534 Hørve",55.75713,11.36639,sea,,Odense,72,false,false,false,false,false,false,CAMPSITE,false,www.teglcamp.com,https://campio.no/campsite/teglvaerksgardens-camping,COOKING|WC|ELECTRICITY|PETS|HANDICAP|DOG_PARK|FAMILY_WC
64b9818c90df3c000d65e6e2,Broager Strand Camping,DK,,"Skeldebro 32, 6310 Broager",54.86762,9.743981,sea,,Odense,73,true,false,true,false,true,false,CAMPSITE,false,https://www.broagerstrandcamping.dk/,https://campio.no/campsite/broager-strand-camping,BAKERY|RECEPTION|SHOP|LANDMARK|CITY|CAFE|LAUNDRY|DUMP|PITSTOP|PETS|ELECTRICITY|TRASH|WIFI|PLAYGROUND|SHOWER|WC|FRESHWATER|HANDICAP|MOUNTAINBIKE|HIKING|FISHING|SWIMMING
64b9818c90df3c000d65e6d1,Bisserup Camping,DK,,"Skafterupvej 182, 4243 Rude",55.20101,11.49655,sea,,Odense,73,false,false,false,false,false,false,CAMPSITE,false,http://www.bisserupcamping.dk/,https://campio.no/campsite/bisserup-camping,CITY|LANDMARK|LAUNDRY|DUMP|PITSTOP|PETS|ELECTRICITY|TRASH|WIFI|PLAYGROUND|SHOWER|WC|FRESHWATER|HANDICAP
6984971940e133886883fa6c,Pomlerenden,DK,,"8-12 Pomlevej 4791 Borre, Denmark",55.0112574,12.5032214,sea,,Malmö,73,true,false,true,false,true,false,CAMPSITE,false,,https://campio.no/campsite/pomlerenden,PETS|WATER|TRASH|WC|WIFI|HIKING|FISHING|SWIMMING|LOOKOUT_POINT
64b9818c90df3c000d65e7ce,Møn Strandcamping - Ulvshale,DK,,"Ulvshalevej 236, 4780 Stege",55.03792,12.28205,sea,,Copenhagen,73,true,false,true,false,true,false,CAMPSITE,false,https://www.moenstrandcamping.dk/?utm_source=apps&utm_medium=campingapps&utm_campaign=campio,https://campio.no/campsite/mon-strandcamping-ulvshale,LAUNDRY|DUMP|PITSTOP|PETS|ELECTRICITY|TRASH|WIFI|SHOWER|WC|FRESHWATER|BICYCLE|BAKERY|TUMBLEDRY|SHOP|TANK|LANDMARK|MOUNTAINBIKE|HIKING|CANOE_KAYAK_STARTINGPOINT|FISHING|SWIMMING|LOOKOUT_POINT|PLAYGROUND|COOKING|DEFIBRILLATOR|HANDICAP
64b9818c90df3c000d65e755,Glyngøre Camping,DK,,"Sundhøj 20A, 7870 Roslev",56.74185,8.86862,sea,,Aalborg,73,true,false,true,false,true,false,CAMPSITE,false,https://www.glyngore-camping.dk/,https://campio.no/campsite/glyngore-camping,FISHING|POOL|LAUNDRY|DUMP|PITSTOP|PETS|ELECTRICITY|TRASH|WIFI|PLAYGROUND|SHOWER|WC|FRESHWATER|BICYCLE|BAKERY|TANK|MOUNTAINBIKE|SWIMMING|COOKING|FIRE_EXTINGUISHER|HANDICAP|SHOP
6984971940e133886883fa94,Hyldevang Shelterplads,DK,,"Ulvshalevej, 4780 Stege, Denmark",55.04416,12.2036882,sea,,Copenhagen,74,true,false,true,false,true,false,CAMPSITE,false,,https://campio.no/campsite/hyldevang-shelterplads,PETS|TRASH|PLAYGROUND|WC|HANDICAP|FIREPLACE|BBQ|TARMAC|SWIMMING|FISHING|BICYCLE|HIKING
6984971b40e133886883fdb4,Sjællands Odde,DK,,"39 Søndervangsvej 4583 Sjællands Odde, Denmark",55.969,11.35,sea,,Aarhus,74,false,false,false,false,false,false,CAMPSITE,false,https://kastanielys.dk/om-kastanielys/,https://campio.no/campsite/sjaellands-odde,CAFE|ELECTRICITY|HIKING|SHOP|SHOWER|WATER|WC|WIFI
64b9818c90df3c000d65e809,Sanddobberne Camping,DK,,"Kalundborgvej 26D, 4534 Hørve",55.77509,11.38095,sea,,Odense,74,true,false,true,true,false,false,CAMPSITE,false,http://www.sanddobberne-camping.dk/,https://campio.no/campsite/sanddobberne-camping,BBQ|WC|SHOP|LAUNDRY|DUMP|PITSTOP|PETS|ELECTRICITY|TRASH|WIFI|PLAYGROUND|SHOWER|FRESHWATER|HANDICAP|BICYCLE|TANK|LANDMARK|MOUNTAINBIKE|HIKING|CANOE_KAYAK_STARTINGPOINT|SWIMMING|LOOKOUT_POINT|COOKING|BOAT|CHARGING|DEFIBRILLATOR
64b9818c90df3c000d65e844,Søndervig Camping,DK,,"Solvej 2, 6950 Ringkøbing",56.11179,8.117546,sea,,Esbjerg,74,true,false,true,false,true,false,CAMPSITE,false,http://www.soendervigcamping.dk/,https://campio.no/campsite/sondervig-camping,CITY|ELECTRICITY|RESTAURANT|LAUNDRY|DUMP|PITSTOP|PETS|TRASH|WIFI|PLAYGROUND|SHOWER|WC|FRESHWATER|HANDICAP|BAKERY|TUMBLEDRY|SHOP|TANK|MOUNTAINBIKE|HIKING|SWIMMING|COOKING|FISHING|DEFIBRILLATOR|FIRE_EXTINGUISHER
